"","Marital_Status","Income","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","ttlspend","ttlnum","age","child","familymember","Education_Master","Education_PhD","Education_undergraduate"
"1118",2,67381,3443,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,957,13,51,1,3,1,0,0
"1119",1,25930,3175,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,15,3,35,2,3,0,0,0
"1120",2,42693,2935,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,57,4,24,1,3,0,0,0
"1121",2,85606,3507,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,1956,22,26,1,3,0,0,0
"1122",1,72903,3156,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,2013,20,17,0,1,0,0,0
"1123",2,49669,2949,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,326,12,28,1,3,0,0,1
"1124",2,36778,3606,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,77,6,34,2,4,0,1,0
"1125",1,85696,3335,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,1313,19,40,0,1,0,1,0
"1126",1,10979,2951,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,30,6,13,0,1,1,0,0
"1127",2,49678,3425,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,315,12,41,1,3,0,0,0
"1128",2,56129,3287,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,660,18,49,1,3,1,0,0
"1129",2,37155,3427,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,74,6,13,1,3,0,0,0
"1130",1,21282,2962,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,46,5,24,1,2,0,0,1
"1131",1,33419,3229,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,86,6,40,1,2,0,1,0
"1132",1,63285,3149,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,1103,24,57,0,1,0,0,0
"1133",2,21255,3072,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,61,7,28,1,3,1,0,0
"1134",2,42162,3135,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,145,7,21,1,3,0,0,0
"1135",2,54450,3566,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,684,19,46,2,4,0,0,0
"1136",2,57744,3142,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,411,14,48,1,3,0,1,0
"1137",1,26576,3537,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,27,3,16,1,2,0,0,0
"1138",1,57513,3271,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,1060,25,59,0,1,0,1,0
"1139",2,68142,3582,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,1459,21,38,1,3,0,0,0
"1140",2,7500,3582,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,18,3,23,1,3,0,0,0
"1141",2,83145,3558,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,1833,25,28,0,2,0,0,0
"1142",2,54197,3000,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,237,10,42,1,3,1,0,0
"1143",1,23091,2945,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,48,6,39,2,3,0,1,0
"1144",2,46049,3256,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,515,16,26,2,4,0,0,0
"1145",2,56715,3484,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,1020,14,28,0,2,0,0,0
"1146",2,79410,2944,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,1370,10,41,0,2,0,0,0
"1147",2,57304,3388,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,1026,23,51,1,3,0,0,0
"1148",2,44375,3011,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,301,11,37,1,3,0,0,0
"1149",2,54450,3566,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,684,19,46,2,4,0,0,0
"1150",2,59594,3530,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,499,16,37,1,3,0,0,0
"1151",2,80685,3589,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,1004,20,8,0,2,0,0,0
"1152",2,40344,3172,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,218,10,28,1,3,0,1,0
"1153",2,62710,3315,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,606,18,30,1,3,0,0,0
"1154",2,48985,3272,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,75,5,34,1,3,0,0,1
"1155",2,35322,3589,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,106,6,34,3,5,0,0,0
"1156",2,77142,3309,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,990,16,54,0,2,0,0,0
"1157",1,81657,3071,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,1097,15,33,0,1,0,0,0
"1158",2,14421,3045,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,16,3,6,0,2,0,0,1
"1159",2,20130,3017,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,34,4,28,0,2,0,0,1
"1160",2,74214,3585,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,1711,15,12,0,2,0,1,0
"1161",2,66726,3081,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,438,14,45,2,4,1,0,0
"1162",2,23724,3450,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,75,5,23,1,3,0,0,1
"1163",2,47353,3141,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,225,10,42,1,3,1,0,0
"1164",2,33444,3516,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,18,3,50,2,4,1,0,0
"1165",2,54386,3321,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,470,15,21,1,3,0,0,0
"1166",1,28510,3355,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,91,6,21,2,3,0,0,0
"1167",1,90638,3049,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,2525,17,11,0,1,1,0,0
"1168",2,48070,3445,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,504,16,52,1,3,0,0,0
"1169",2,43140,3453,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,235,10,45,1,3,0,0,0
"1170",1,54959,3439,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,1232,18,41,1,2,0,1,0
"1171",1,15056,3335,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,88,7,44,2,3,0,0,1
"1172",1,26954,2965,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,17,3,31,1,2,0,0,0
"1173",1,22327,3244,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,24,4,17,1,2,0,0,0
"1174",2,44393,3224,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,60,5,37,2,4,0,0,0
"1175",1,62000,3221,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,1020,25,50,1,2,0,1,0
"1176",2,31497,3483,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,155,8,40,1,3,0,1,0
"1177",2,45894,3035,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,51,4,28,2,4,0,0,1
"1178",1,78579,3467,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,1812,15,32,0,1,1,0,0
"1179",1,67369,3502,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,1461,21,33,1,2,1,0,0
"1180",1,58401,2983,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,96,5,42,1,2,0,0,0
"1181",1,62307,3045,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,160,8,50,1,2,0,0,0
"1182",2,43641,3346,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,139,7,33,2,4,1,0,0
"1183",1,63841,3347,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,908,21,34,1,2,1,0,0
"1184",2,46891,3214,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,183,7,37,1,3,0,0,1
"1185",2,70091,3368,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,1161,17,33,1,3,1,0,0
"1186",2,78075,2998,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,988,13,30,0,2,0,1,0
"1187",1,59184,3571,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,1072,24,41,1,2,0,0,1
"1188",2,54809,3204,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,174,8,25,2,4,0,0,0
"1189",2,58113,3433,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,758,19,43,1,3,0,0,0
"1190",2,51412,3093,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,195,9,44,1,3,1,0,0
"1191",1,15287,3540,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,31,4,23,1,2,0,0,0
"1192",2,66636,3229,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,1084,16,45,0,2,1,0,0
"1193",2,50965,3407,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,685,19,46,1,3,1,0,0
"1194",2,84618,3132,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,1672,25,37,0,2,0,1,0
"1195",2,18351,3156,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,43,5,12,0,2,0,0,0
"1196",2,40451,3046,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,49,4,45,2,4,0,1,0
"1197",2,36317,3316,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,133,7,37,1,3,0,0,0
"1198",2,42213,3173,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,363,13,45,1,3,0,0,0
"1199",2,65748,3353,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,545,16,47,1,3,0,0,0
"1200",2,77044,3158,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,1065,29,30,1,3,0,0,0
"1201",2,74918,3387,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,2047,20,33,0,2,0,0,0
"1202",2,56721,3519,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,296,10,30,2,4,0,0,0
"1203",1,42160,3279,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,140,7,27,2,3,0,0,0
"1204",1,61559,3260,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,530,16,37,1,2,0,0,0
"1205",2,33629,3603,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,152,8,39,2,4,0,1,0
"1206",2,68682,3179,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,1598,23,11,0,2,0,1,0
"1207",1,34377,3439,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,114,6,39,1,2,0,0,0
"1208",1,8940,3589,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,101,7,16,1,2,0,0,1
"1209",2,26228,3193,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,25,3,29,1,3,0,0,0
"1210",1,77297,3432,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,789,21,45,0,1,0,0,1
"1211",2,40211,3247,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,87,5,21,2,4,0,0,0
"1212",1,33438,3193,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,90,7,44,2,3,0,1,0
"1213",2,75032,3340,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,1215,18,43,1,3,0,1,0
"1214",1,61284,3173,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,811,21,47,0,1,0,1,0
"1215",2,22518,3528,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,61,5,16,1,3,0,0,0
"1216",2,54730,3231,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,405,13,27,1,3,1,0,0
"1217",2,38452,3004,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,72,6,47,2,4,1,0,0
"1218",1,44421,3412,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,189,9,31,2,3,0,0,0
"1219",2,38197,3278,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,40,4,16,1,3,0,1,0
"1220",1,41986,3053,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,63,7,24,1,2,0,0,0
"1221",2,28427,3378,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,52,5,19,1,3,0,0,0
"1222",2,37395,2971,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,39,4,26,1,3,0,1,0
"1223",2,64722,2947,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,805,21,31,1,3,0,0,0
"1224",2,55249,2986,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,130,7,46,1,3,1,0,0
"1225",2,84906,3181,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,1631,23,30,0,2,0,0,0
"1226",2,28691,3273,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,34,4,13,1,3,0,0,0
"1227",1,44213,3125,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,152,8,50,2,3,0,0,0
"1228",1,25707,3075,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,21,4,18,1,2,0,0,1
"1229",2,59062,3182,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,71,5,35,3,5,0,1,0
"1230",1,76624,2949,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,899,22,40,1,2,0,0,0
"1231",2,66000,2983,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,711,9,55,0,2,1,0,0
"1232",2,27683,3607,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,351,12,24,1,3,0,1,0
"1233",1,1730,2955,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,8,0,31,0,1,0,0,0
"1234",1,7500,3486,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,119,7,10,1,2,0,0,1
"1235",2,40521,3363,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,21,3,34,2,4,0,0,0
"1236",2,20427,3010,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,10,3,29,1,3,0,1,0
"1237",2,65106,2949,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,973,24,27,1,3,0,0,0
"1238",2,69969,3219,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,1536,12,37,0,2,0,1,0
"1239",2,67433,3261,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,992,24,50,2,4,0,0,0
"1240",2,77766,3405,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,1529,32,35,1,3,0,1,0
"1241",2,74716,3203,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,860,15,30,1,3,0,0,0
"1242",1,68118,3167,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,928,21,39,1,2,0,0,0
"1243",2,55158,3612,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,418,14,32,2,4,0,1,0
"1244",2,62972,3608,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,587,14,47,1,3,0,0,1
"1245",2,74190,2961,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,641,17,27,1,3,0,0,0
"1246",2,39356,3015,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,23,3,26,2,4,0,0,0
"1247",2,76653,3230,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,2279,22,33,0,2,0,0,0
"1248",1,35860,2954,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,49,4,29,2,3,0,1,0
"1249",1,90687,3316,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,1779,16,19,0,1,0,1,0
"1250",2,73450,3119,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,1804,26,20,0,2,1,0,0
"1251",2,31454,3271,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,48,5,42,2,4,0,0,0
"1252",1,47139,3028,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,83,5,50,2,3,0,0,0
"1253",1,83829,3177,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,1862,17,27,0,1,0,0,0
"1254",2,53378,3556,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,793,19,39,2,4,0,1,0
"1255",2,19656,3419,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,84,6,32,1,3,0,0,0
"1256",2,45579,3226,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,183,9,54,1,3,0,1,0
"1257",1,85485,2921,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,1383,18,44,0,1,0,0,1
"1258",2,55956,2996,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,999,14,58,0,2,0,0,0
"1259",1,64191,3436,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,825,21,39,1,2,1,0,0
"1260",1,38808,3585,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,246,10,30,1,2,0,0,0
"1261",2,57183,3380,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,610,17,36,2,4,1,0,0
"1262",1,23748,3498,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,76,6,34,1,2,1,0,0
"1263",2,66303,3401,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,1286,18,31,1,3,0,0,0
"1264",2,37368,3108,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,30,3,27,1,3,1,0,0
"1265",2,40800,3457,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,99,6,38,3,5,0,0,0
"1266",1,71847,3559,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,1192,22,24,0,1,0,0,0
"1267",2,46149,3125,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,362,13,27,1,3,0,0,0
"1268",2,78687,3602,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,2130,18,19,0,2,0,0,0
"1269",1,49118,3593,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,1229,26,31,0,1,0,0,1
"1270",2,37633,3560,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,38,4,45,2,4,0,1,0
"1271",2,39767,3256,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,485,15,51,0,2,1,0,0
"1272",2,26997,3514,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,434,11,51,0,2,0,0,1
"1273",1,33986,3385,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,44,4,32,1,2,0,0,0
"1274",2,57091,3496,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,496,16,30,1,3,0,1,0
"1275",2,46831,3299,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,78,5,33,2,4,0,0,1
"1276",2,83151,3417,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,2346,22,30,0,2,1,0,0
"1277",2,52531,3459,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,794,19,31,0,2,0,0,0
"1278",2,15759,3210,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,17,3,46,0,2,0,0,0
"1279",1,22804,3246,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,26,4,31,1,2,0,0,0
"1280",2,43050,3016,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,76,6,29,1,3,0,0,1
"1281",1,42997,3117,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,15,3,25,2,3,0,1,0
"1282",1,48918,2991,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,5,39,2,3,0,1,0
"1283",2,60033,3005,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,198,8,48,1,3,1,0,0
"1284",2,34043,3160,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,49,4,24,1,3,0,1,0
"1285",2,57811,3283,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,802,20,36,1,3,0,0,0
"1286",2,78569,3043,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,1736,14,56,0,2,0,0,0
"1287",1,7500,3462,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,57,6,24,2,3,0,0,0
"1289",2,94384,3395,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,2302,18,49,0,2,0,0,0
"1290",2,23148,3044,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,37,5,17,0,2,0,0,1
"1291",1,44267,3402,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,310,11,32,2,3,0,0,0
"1292",2,71626,3518,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,1305,18,23,0,2,0,0,0
"1293",2,60894,3279,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,832,21,36,1,3,0,0,0
"1294",2,50200,3365,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,401,13,26,2,4,0,0,0
"1295",2,81051,2950,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,1501,22,37,0,2,0,1,0
"1296",2,65169,3079,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,1189,27,20,0,2,0,0,0
"1297",2,59868,3255,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,1194,25,30,1,3,0,0,0
"1298",2,65695,3062,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,656,19,42,1,3,0,1,0
"1299",1,64857,3496,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,1540,22,46,0,1,1,0,0
"1300",2,45143,3220,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,311,12,37,1,3,1,0,0
"1301",2,74805,3148,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,820,21,47,1,3,0,0,1
"1302",2,59060,3082,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,274,11,13,1,3,0,0,1
"1303",1,27238,3348,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,57,6,40,2,3,0,1,0
"1304",2,47009,3184,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,448,13,37,1,3,0,0,0
"1305",2,46094,2932,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,44,4,29,2,4,0,0,1
"1306",2,40321,3248,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,102,6,30,2,4,0,0,0
"1307",2,37235,3061,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,61,4,18,1,3,0,0,0
"1308",2,81843,3346,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,1643,26,42,0,2,1,0,0
"1309",2,46692,3301,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,397,12,44,1,3,1,0,0
"1310",2,77382,3086,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,1121,24,34,1,3,0,0,0
"1311",1,37774,3577,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,473,12,25,2,3,0,0,0
"1312",2,18393,3005,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,50,6,28,1,3,0,0,1
"1313",2,72828,3413,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,1678,22,40,1,3,1,0,0
"1314",2,24711,2985,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,58,6,20,0,2,0,0,0
"1315",2,45503,3190,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,170,8,27,1,3,0,1,0
"1317",2,71604,3137,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,1196,16,57,0,2,0,1,0
"1318",2,27244,3027,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,101,6,23,1,3,0,0,0
"1319",2,48752,3477,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,316,12,33,2,4,0,0,0
"1320",2,71434,3197,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,1400,18,40,1,3,0,0,0
"1321",1,90842,3248,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,1424,26,54,0,1,0,0,0
"1322",2,88097,3593,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,844,19,24,1,3,1,0,0
"1323",2,51948,3198,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,311,11,27,1,3,0,0,0
"1324",2,71853,3330,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,1149,16,20,0,2,0,0,0
"1325",2,35876,2983,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,129,7,19,0,2,1,0,0
"1326",1,40049,3169,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,32,4,50,1,2,0,0,0
